Driver,AvgLapTime,StdLapTime,AvgS1,AvgS2,AvgS3,StintLength,OvertakeScore,PitStopCount,Cluster,PCA1,PCA2
PIA,93.30206521739129,0.7674212345301176,34.34652173913043,29.288108695652173,29.66743478260869,30,5.0,0,2,-3.4053501011515253,-1.3450952176959845
VER,93.263,0.7549806178527586,34.157260869565214,29.373760869565217,29.73197826086956,28,5.0,0,2,-3.41718988396849,-1.2054992717267827
LEC,93.47613043478263,1.019454333535471,34.33647826086956,29.432760869565215,29.706891304347824,26,9.0,0,2,-2.5520829242052865,0.6474379064888736
NOR,93.48678260869566,1.2281007000521575,34.415173913043475,29.382717391304347,29.688891304347816,31,14.0,0,0,-1.5863391151814803,1.6929590053758408
RUS,93.89584782608695,0.7279955118112954,34.71836956521738,29.350456521739133,29.827021739130437,29,8.0,0,2,-1.8961734195316005,-1.066575867713323
ANT,93.90984444444445,0.7735501087241028,34.74128888888889,29.43357777777778,29.73497777777778,30,9.0,0,2,-1.7276749859720306,-0.8583204397360884
HAM,94.10421739130435,1.1243455758409175,34.68484782608695,29.491652173913042,29.92771739130435,26,11.0,0,0,-0.8797167402355704,1.3122146691350893
SAI,94.56897826086956,0.9143508805979463,35.14710869565217,29.60395652173913,29.817913043478267,28,13.0,0,0,0.03304912616024642,0.4111466981419031
ALB,94.64315217391304,0.9962417370049914,35.29554347826087,29.591543478260874,29.75606521739131,27,12.0,0,0,-0.08927596649283964,0.7372497553872625
HAD,94.70736956521739,0.9957204060644431,35.17626086956522,29.57576086956522,29.95534782608696,31,8.0,0,0,0.05156024314376596,-0.21010523623107266
ALO,94.70636363636363,0.9425721140978256,35.04020454545454,29.629636363636358,30.036522727272732,30,11.0,0,0,0.4942598318740835,0.04632544958758441
LAW,94.70082608695652,1.1642761853395398,35.11667391304347,29.707869565217383,29.87628260869565,29,13.0,0,0,0.625945126708974,1.3587412273184796
BEA,94.81788888888887,1.0406115820259083,35.211933333333334,29.817044444444445,29.788911111111105,31,10.0,0,0,0.46829610743381206,0.19565172207288517
OCO,95.49817777777778,0.6495237517138259,35.56068888888889,29.97993333333333,29.957555555555547,45,11.0,0,3,2.680594695433298,-2.896784323462841
HUL,95.33543181818182,1.1405022842412065,35.439499999999995,29.864795454545444,30.03113636363637,30,14.0,0,1,2.1676599758730277,1.213592730377084
STR,95.31824999999999,1.0343193048660566,35.29295454545454,29.83045454545455,30.19484090909091,35,14.0,0,1,2.5938349452819174,0.23854103594051232
DOO,95.63186666666667,1.2505519072502644,35.56095555555555,29.967733333333335,30.103177777777777,29,11.0,0,1,2.476510859199103,1.362136875327186
BOR,95.82793023255816,0.8121264385300284,35.56581395348837,30.080302325581396,30.181813953488373,43,14.0,0,3,3.962092225630595,-1.6336167185866086
